,word,event,anxiety,response,Model
502,Very Common,mild,1,0.2,Claude
503,Very Common,mild,0,0.4,Claude
504,Probable,severe,1,0.1,Claude
505,Probable,severe,0,0.75,Claude
506,Probable,mild,1,0.3,Claude
507,Probable,mild,0,0.65,Claude
508,Likely,severe,1,0.015,Claude
509,Likely,severe,0,0.65,Claude
510,Likely,mild,1,0.25,Claude
511,Likely,mild,0,0.7,Claude
512,Usual,severe,1,0.02,Claude
513,Usual,severe,0,0.02,Claude
514,Usual,mild,1,0.2,Claude
515,Usual,mild,0,0.08,Claude
516,Very Likely,severe,1,0.2,Claude
517,Very Likely,severe,0,0.75,Claude
518,Very Likely,mild,1,0.3,Claude
519,Very Likely,mild,0,0.8,Claude
520,Rare,severe,1,0.01,Claude
521,Rare,severe,0,0.01,Claude
522,Rare,mild,1,0.05,Claude
523,Rare,mild,0,0.05,Claude
524,Uncommon,severe,1,0.002,Claude
525,Uncommon,severe,0,0.15,Claude
526,Uncommon,mild,1,0.05,Claude
527,Uncommon,mild,0,0.15,Claude
528,Unlikely,severe,1,0.02,Claude
529,Unlikely,severe,0,0.2,Claude
530,Unlikely,mild,1,0.2,Claude
531,Unlikely,mild,0,0.2,Claude
532,Possible,severe,1,0.03,Claude
533,Possible,severe,0,0.15,Claude
534,Possible,mild,1,0.04,Claude
535,Possible,mild,0,0.3,Claude
536,Common,severe,1,0.016,Claude
537,Common,severe,0,0.15,Claude
538,Common,mild,1,0.15,Claude
539,Common,mild,0,0.1,Claude
540,Very Common,severe,1,0.12,Claude
541,Very Common,severe,0,0.21,Claude
542,Very Common,mild,1,0.15,Claude
543,Very Common,mild,0,0.35,Claude
544,Probable,severe,1,0.15,Claude
545,Probable,severe,0,0.7,Claude
546,Probable,mild,1,0.25,Claude
547,Probable,mild,0,0.7,Claude
548,Likely,severe,1,0.1,Claude
549,Likely,severe,0,0.75,Claude
550,Likely,mild,1,0.15,Claude
551,Likely,mild,0,0.65,Claude
552,Usual,severe,1,0.1,Claude
553,Usual,severe,0,0.03,Claude
554,Usual,mild,1,0.2,Claude
555,Usual,mild,0,0.25,Claude
556,Very Likely,severe,1,0.15,Claude
557,Very Likely,severe,0,0.8,Claude
558,Very Likely,mild,1,0.35,Claude
559,Very Likely,mild,0,0.8,Claude
560,Rare,severe,1,0.005,Claude
561,Rare,severe,0,0.01,Claude
562,Rare,mild,1,0.05,Claude
563,Rare,mild,0,0.05,Claude
564,Uncommon,severe,1,0.005,Claude
565,Uncommon,severe,0,0.15,Claude
566,Uncommon,mild,1,0.08,Claude
567,Uncommon,mild,0,0.15,Claude
568,Unlikely,severe,1,0.02,Claude
569,Unlikely,severe,0,0.25,Claude
570,Unlikely,mild,1,0.1,Claude
571,Unlikely,mild,0,0.25,Claude
572,Possible,severe,1,0.01,Claude
573,Possible,severe,0,0.3,Claude
574,Possible,mild,1,0.08,Claude
575,Possible,mild,0,0.35,Claude
576,Common,severe,1,0.015,Claude
577,Common,severe,0,0.02,Claude
578,Common,mild,1,0.15,Claude
579,Common,mild,0,0.2,Claude
580,Very Common,severe,1,0.03,Claude
581,Very Common,severe,0,0.03,Claude
582,Very Common,mild,1,0.2,Claude
583,Very Common,mild,0,0.35,Claude
584,Probable,severe,1,0.25,Claude
585,Probable,severe,0,0.7,Claude
586,Probable,mild,1,0.2,Claude
587,Probable,mild,0,0.65,Claude
588,Likely,severe,1,0.1,Claude
589,Likely,severe,0,0.6,Claude
590,Likely,mild,1,0.35,Claude
591,Likely,mild,0,0.65,Claude
592,Usual,severe,1,0.01,Claude
593,Usual,severe,0,0.02,Claude
594,Usual,mild,1,0.1,Claude
595,Usual,mild,0,0.15,Claude
596,Very Likely,severe,1,0.05,Claude
597,Very Likely,severe,0,0.85,Claude
598,Very Likely,mild,1,0.65,Claude
599,Very Likely,mild,0,0.8,Claude
600,Rare,severe,1,0.03,Claude
601,Rare,severe,0,0.03,Claude
602,Rare,mild,1,0.04,Claude
603,Rare,mild,0,0.05,Claude
604,Uncommon,severe,1,0.004,Claude
605,Uncommon,severe,0,0.15,Claude
606,Uncommon,mild,1,0.08,Claude
607,Uncommon,mild,0,0.15,Claude
608,Unlikely,severe,1,0.02,Claude
609,Unlikely,severe,0,0.2,Claude
610,Unlikely,mild,1,0.05,Claude
611,Unlikely,mild,0,0.25,Claude
612,Possible,severe,1,0.12,Claude
613,Possible,severe,0,0.25,Claude
614,Possible,mild,1,0.08,Claude
615,Possible,mild,0,0.35,Claude
616,Common,severe,1,0.03,Claude
617,Common,severe,0,0.15,Claude
618,Common,mild,1,0.12,Claude
619,Common,mild,0,0.15,Claude
620,Very Common,severe,1,0.03,Claude
621,Very Common,severe,0,0.15,Claude
622,Very Common,mild,1,0.15,Claude
623,Very Common,mild,0,0.6,Claude
624,Probable,severe,1,0.03,Claude
625,Probable,severe,0,0.65,Claude
626,Probable,mild,1,0.35,Claude
627,Probable,mild,0,0.75,Claude
628,Likely,severe,1,0.15,Claude
629,Likely,severe,0,0.65,Claude
630,Likely,mild,1,0.25,Claude
631,Likely,mild,0,0.65,Claude
632,Usual,severe,1,0.03,Claude
633,Usual,severe,0,0.02,Claude
634,Usual,mild,1,0.2,Claude
635,Usual,mild,0,0.2,Claude
636,Very Likely,severe,1,0.03,Claude
637,Very Likely,severe,0,0.85,Claude
638,Very Likely,mild,1,0.25,Claude
639,Very Likely,mild,0,0.8,Claude
640,Rare,severe,1,0.01,Claude
641,Rare,severe,0,0.01,Claude
642,Rare,mild,1,0.05,Claude
643,Rare,mild,0,0.05,Claude
644,Uncommon,severe,1,0.008,Claude
645,Uncommon,severe,0,0.15,Claude
646,Uncommon,mild,1,0.08,Claude
647,Uncommon,mild,0,0.15,Claude
648,Unlikely,severe,1,0.01,Claude
649,Unlikely,severe,0,0.15,Claude
650,Unlikely,mild,1,0.15,Claude
651,Unlikely,mild,0,0.2,Claude
652,Possible,severe,1,0.003,Claude
653,Possible,severe,0,0.2,Claude
654,Possible,mild,1,0.15,Claude
655,Possible,mild,0,0.35,Claude
656,Common,severe,1,0.01,Claude
657,Common,severe,0,0.09,Claude
658,Common,mild,1,0.2,Claude
659,Common,mild,0,0.2,Claude
660,Very Common,severe,1,0.05,Claude
661,Very Common,severe,0,0.25,Claude
662,Very Common,mild,1,0.15,Claude
663,Very Common,mild,0,0.65,Claude
664,Probable,severe,1,0.2,Claude
665,Probable,severe,0,0.75,Claude
666,Probable,mild,1,0.35,Claude
667,Probable,mild,0,0.7,Claude
668,Likely,severe,1,0.12,Claude
669,Likely,severe,0,0.6,Claude
670,Likely,mild,1,0.15,Claude
671,Likely,mild,0,0.65,Claude
672,Usual,severe,1,0.12,Claude
673,Usual,severe,0,0.01,Claude
674,Usual,mild,1,0.15,Claude
675,Usual,mild,0,0.15,Claude
676,Very Likely,severe,1,0.08,Claude
677,Very Likely,severe,0,0.85,Claude
678,Very Likely,mild,1,0.65,Claude
679,Very Likely,mild,0,0.8,Claude
680,Rare,severe,1,0.01,Claude
681,Rare,severe,0,0.005,Claude
682,Rare,mild,1,0.05,Claude
683,Rare,mild,0,0.05,Claude
684,Uncommon,severe,1,0.002,Claude
685,Uncommon,severe,0,0.15,Claude
686,Uncommon,mild,1,0.08,Claude
687,Uncommon,mild,0,0.15,Claude
688,Unlikely,severe,1,0.02,Claude
689,Unlikely,severe,0,0.2,Claude
690,Unlikely,mild,1,0.15,Claude
691,Unlikely,mild,0,0.15,Claude
692,Possible,severe,1,0.03,Claude
693,Possible,severe,0,0.35,Claude
694,Possible,mild,1,0.04,Claude
695,Possible,mild,0,0.25,Claude
696,Common,severe,1,0.1,Claude
697,Common,severe,0,0.15,Claude
698,Common,mild,1,0.15,Claude
699,Common,mild,0,0.1,Claude
700,Very Common,severe,1,0.03,Claude
701,Very Common,severe,0,0.4,Claude
702,Very Common,mild,1,0.25,Claude
703,Very Common,mild,0,0.65,Claude
704,Probable,severe,1,0.12,Claude
705,Probable,severe,0,0.65,Claude
706,Probable,mild,1,0.3,Claude
707,Probable,mild,0,0.65,Claude
708,Likely,severe,1,0.15,Claude
709,Likely,severe,0,0.75,Claude
710,Likely,mild,1,0.2,Claude
711,Likely,mild,0,0.75,Claude
712,Usual,severe,1,0.02,Claude
713,Usual,severe,0,0.15,Claude
714,Usual,mild,1,0.15,Claude
715,Usual,mild,0,0.15,Claude
716,Very Likely,severe,1,0.08,Claude
717,Very Likely,severe,0,0.8,Claude
718,Very Likely,mild,1,0.3,Claude
719,Very Likely,mild,0,0.75,Claude
720,Rare,severe,1,0.01,Claude
721,Rare,severe,0,0.01,Claude
722,Rare,mild,1,0.05,Claude
723,Rare,mild,0,0.05,Claude
724,Uncommon,severe,1,0.004,Claude
725,Uncommon,severe,0,0.05,Claude
726,Uncommon,mild,1,0.08,Claude
727,Uncommon,mild,0,0.15,Claude
728,Unlikely,severe,1,0.02,Claude
729,Unlikely,severe,0,0.15,Claude
730,Unlikely,mild,1,0.08,Claude
731,Unlikely,mild,0,0.15,Claude
732,Possible,severe,1,0.1,Claude
733,Possible,severe,0,0.2,Claude
734,Possible,mild,1,0.08,Claude
735,Possible,mild,0,0.2,Claude
736,Common,severe,1,0.03,Claude
737,Common,severe,0,0.12,Claude
738,Common,mild,1,0.08,Claude
739,Common,mild,0,0.15,Claude
740,Very Common,severe,1,0.08,Claude
741,Very Common,severe,0,0.35,Claude
742,Very Common,mild,1,0.15,Claude
743,Very Common,mild,0,0.35,Claude
744,Probable,severe,1,0.15,Claude
745,Probable,severe,0,0.65,Claude
746,Probable,mild,1,0.35,Claude
747,Probable,mild,0,0.75,Claude
748,Likely,severe,1,0.1,Claude
749,Likely,severe,0,0.6,Claude
750,Likely,mild,1,0.2,Claude
751,Likely,mild,0,0.67,Claude
752,Usual,severe,1,0.001,Claude
753,Usual,severe,0,0.01,Claude
754,Usual,mild,1,0.2,Claude
755,Usual,mild,0,0.15,Claude
756,Very Likely,severe,1,0.1,Claude
757,Very Likely,severe,0,0.85,Claude
758,Very Likely,mild,1,0.45,Claude
759,Very Likely,mild,0,0.8,Claude
760,Rare,severe,1,0.01,Claude
761,Rare,severe,0,0.01,Claude
762,Rare,mild,1,0.02,Claude
763,Rare,mild,0,0.03,Claude
764,Uncommon,severe,1,0.01,Claude
765,Uncommon,severe,0,0.15,Claude
766,Uncommon,mild,1,0.05,Claude
767,Uncommon,mild,0,0.15,Claude
768,Unlikely,severe,1,0.02,Claude
769,Unlikely,severe,0,0.2,Claude
770,Unlikely,mild,1,0.15,Claude
771,Unlikely,mild,0,0.15,Claude
772,Possible,severe,1,0.01,Claude
773,Possible,severe,0,0.03,Claude
774,Possible,mild,1,0.08,Claude
775,Possible,mild,0,0.15,Claude
776,Common,severe,1,0.02,Claude
777,Common,severe,0,0.1,Claude
778,Common,mild,1,0.07,Claude
779,Common,mild,0,0.15,Claude
780,Very Common,severe,1,0.03,Claude
781,Very Common,severe,0,0.12,Claude
782,Very Common,mild,1,0.15,Claude
783,Very Common,mild,0,0.35,Claude
784,Probable,severe,1,0.3,Claude
785,Probable,severe,0,0.65,Claude
786,Probable,mild,1,0.2,Claude
787,Probable,mild,0,0.75,Claude
788,Likely,severe,1,0.05,Claude
789,Likely,severe,0,0.75,Claude
790,Likely,mild,1,0.25,Claude
791,Likely,mild,0,0.65,Claude
792,Usual,severe,1,0.02,Claude
793,Usual,severe,0,0.05,Claude
794,Usual,mild,1,0.15,Claude
795,Usual,mild,0,0.1,Claude
796,Very Likely,severe,1,0.12,Claude
797,Very Likely,severe,0,0.75,Claude
798,Very Likely,mild,1,0.25,Claude
799,Very Likely,mild,0,0.75,Claude
0,Rare,severe,1,0.01,Grok
1,Rare,severe,0,0.01,Grok
2,Rare,mild,1,0.01,Grok
3,Rare,mild,0,0.01,Grok
4,Uncommon,severe,1,0.05,Grok
5,Uncommon,severe,0,0.05,Grok
6,Uncommon,mild,1,0.1,Grok
7,Uncommon,mild,0,0.1,Grok
8,Unlikely,severe,1,0.1,Grok
9,Unlikely,severe,0,0.1,Grok
10,Unlikely,mild,1,0.1,Grok
11,Unlikely,mild,0,0.2,Grok
12,Possible,severe,1,0.15,Grok
13,Possible,severe,0,0.1,Grok
14,Possible,mild,1,0.1,Grok
15,Possible,mild,0,0.1,Grok
16,Common,severe,1,0.1,Grok
17,Common,severe,0,0.1,Grok
18,Common,mild,1,0.2,Grok
19,Common,mild,0,0.2,Grok
20,Very Common,severe,1,0.25,Grok
21,Very Common,severe,0,0.8,Grok
22,Very Common,mild,1,0.8,Grok
23,Very Common,mild,0,0.8,Grok
24,Probable,severe,1,0.6,Grok
25,Probable,severe,0,0.75,Grok
26,Probable,mild,1,0.6,Grok
27,Probable,mild,0,0.6,Grok
28,Likely,severe,1,0.75,Grok
29,Likely,severe,0,0.6,Grok
30,Likely,mild,1,0.75,Grok
31,Likely,mild,0,0.6,Grok
32,Usual,severe,1,0.01,Grok
33,Usual,severe,0,0.5,Grok
34,Usual,mild,1,0.5,Grok
35,Usual,mild,0,0.5,Grok
36,Very Likely,severe,1,0.8,Grok
37,Very Likely,severe,0,0.8,Grok
38,Very Likely,mild,1,0.8,Grok
39,Very Likely,mild,0,0.8,Grok
40,Rare,severe,1,0.01,Grok
41,Rare,severe,0,0.01,Grok
42,Rare,mild,1,0.01,Grok
43,Rare,mild,0,0.01,Grok
44,Uncommon,severe,1,0.05,Grok
45,Uncommon,severe,0,0.1,Grok
46,Uncommon,mild,1,0.05,Grok
47,Uncommon,mild,0,0.1,Grok
48,Unlikely,severe,1,0.1,Grok
49,Unlikely,severe,0,0.1,Grok
50,Unlikely,mild,1,0.1,Grok
51,Unlikely,mild,0,0.1,Grok
52,Possible,severe,1,0.1,Grok
53,Possible,severe,0,0.1,Grok
54,Possible,mild,1,0.1,Grok
55,Possible,mild,0,0.2,Grok
56,Common,severe,1,0.15,Grok
57,Common,severe,0,0.1,Grok
58,Common,mild,1,0.2,Grok
59,Common,mild,0,0.3,Grok
60,Very Common,severe,1,0.25,Grok
61,Very Common,severe,0,0.25,Grok
62,Very Common,mild,1,0.8,Grok
63,Very Common,mild,0,0.8,Grok
64,Probable,severe,1,0.6,Grok
65,Probable,severe,0,0.75,Grok
66,Probable,mild,1,0.6,Grok
67,Probable,mild,0,0.6,Grok
68,Likely,severe,1,0.75,Grok
69,Likely,severe,0,0.6,Grok
70,Likely,mild,1,0.75,Grok
71,Likely,mild,0,0.6,Grok
72,Usual,severe,1,0.5,Grok
73,Usual,severe,0,0.5,Grok
74,Usual,mild,1,0.5,Grok
75,Usual,mild,0,0.5,Grok
76,Very Likely,severe,1,0.8,Grok
77,Very Likely,severe,0,0.8,Grok
78,Very Likely,mild,1,0.8,Grok
79,Very Likely,mild,0,0.85,Grok
80,Rare,severe,1,0.01,Grok
81,Rare,severe,0,0.01,Grok
82,Rare,mild,1,0.01,Grok
83,Rare,mild,0,0.01,Grok
84,Uncommon,severe,1,0.05,Grok
85,Uncommon,severe,0,0.05,Grok
86,Uncommon,mild,1,0.05,Grok
87,Uncommon,mild,0,0.05,Grok
88,Unlikely,severe,1,0.1,Grok
89,Unlikely,severe,0,0.1,Grok
90,Unlikely,mild,1,0.1,Grok
91,Unlikely,mild,0,0.2,Grok
92,Possible,severe,1,0.15,Grok
93,Possible,severe,0,0.1,Grok
94,Possible,mild,1,0.1,Grok
95,Possible,mild,0,0.1,Grok
96,Common,severe,1,0.1,Grok
97,Common,severe,0,0.1,Grok
98,Common,mild,1,0.2,Grok
99,Common,mild,0,0.3,Grok
100,Very Common,severe,1,0.25,Grok
101,Very Common,severe,0,0.2,Grok
102,Very Common,mild,1,0.2,Grok
103,Very Common,mild,0,0.8,Grok
104,Probable,severe,1,0.75,Grok
105,Probable,severe,0,0.75,Grok
106,Probable,mild,1,0.6,Grok
107,Probable,mild,0,0.6,Grok
108,Likely,severe,1,0.75,Grok
109,Likely,severe,0,0.75,Grok
110,Likely,mild,1,0.6,Grok
111,Likely,mild,0,0.75,Grok
112,Usual,severe,1,0.01,Grok
113,Usual,severe,0,0.5,Grok
114,Usual,mild,1,0.5,Grok
115,Usual,mild,0,0.5,Grok
116,Very Likely,severe,1,0.8,Grok
117,Very Likely,severe,0,0.8,Grok
118,Very Likely,mild,1,0.8,Grok
119,Very Likely,mild,0,0.85,Grok
120,Rare,severe,1,0.001,Grok
121,Rare,severe,0,0.01,Grok
122,Rare,mild,1,0.01,Grok
123,Rare,mild,0,0.01,Grok
124,Uncommon,severe,1,0.05,Grok
125,Uncommon,severe,0,0.05,Grok
126,Uncommon,mild,1,0.1,Grok
127,Uncommon,mild,0,0.1,Grok
128,Unlikely,severe,1,0.1,Grok
129,Unlikely,severe,0,0.1,Grok
130,Unlikely,mild,1,0.1,Grok
131,Unlikely,mild,0,0.2,Grok
132,Possible,severe,1,0.05,Grok
133,Possible,severe,0,0.05,Grok
134,Possible,mild,1,0.15,Grok
135,Possible,mild,0,0.1,Grok
136,Common,severe,1,0.1,Grok
137,Common,severe,0,0.15,Grok
138,Common,mild,1,0.2,Grok
139,Common,mild,0,0.3,Grok
140,Very Common,severe,1,0.25,Grok
141,Very Common,severe,0,0.2,Grok
142,Very Common,mild,1,0.5,Grok
143,Very Common,mild,0,0.8,Grok
144,Probable,severe,1,0.7,Grok
145,Probable,severe,0,0.75,Grok
146,Probable,mild,1,0.6,Grok
147,Probable,mild,0,0.6,Grok
148,Likely,severe,1,0.75,Grok
149,Likely,severe,0,0.6,Grok
150,Likely,mild,1,0.75,Grok
151,Likely,mild,0,0.6,Grok
152,Usual,severe,1,0.5,Grok
153,Usual,severe,0,0.5,Grok
154,Usual,mild,1,0.5,Grok
155,Usual,mild,0,0.5,Grok
156,Very Likely,severe,1,0.8,Grok
157,Very Likely,severe,0,0.85,Grok
158,Very Likely,mild,1,0.8,Grok
159,Very Likely,mild,0,0.8,Grok
160,Rare,severe,1,0.01,Grok
161,Rare,severe,0,0.01,Grok
162,Rare,mild,1,0.01,Grok
163,Rare,mild,0,0.01,Grok
164,Uncommon,severe,1,0.05,Grok
165,Uncommon,severe,0,0.05,Grok
166,Uncommon,mild,1,0.1,Grok
167,Uncommon,mild,0,0.1,Grok
168,Unlikely,severe,1,0.1,Grok
169,Unlikely,severe,0,0.1,Grok
170,Unlikely,mild,1,0.1,Grok
171,Unlikely,mild,0,0.2,Grok
172,Possible,severe,1,0.05,Grok
173,Possible,severe,0,0.1,Grok
174,Possible,mild,1,0.1,Grok
175,Possible,mild,0,0.1,Grok
176,Common,severe,1,0.1,Grok
177,Common,severe,0,0.1,Grok
178,Common,mild,1,0.2,Grok
179,Common,mild,0,0.2,Grok
180,Very Common,severe,1,0.15,Grok
181,Very Common,severe,0,0.8,Grok
182,Very Common,mild,1,0.2,Grok
183,Very Common,mild,0,0.8,Grok
184,Probable,severe,1,0.6,Grok
185,Probable,severe,0,0.75,Grok
186,Probable,mild,1,0.6,Grok
187,Probable,mild,0,0.75,Grok
188,Likely,severe,1,0.75,Grok
189,Likely,severe,0,0.6,Grok
190,Likely,mild,1,0.75,Grok
191,Likely,mild,0,0.6,Grok
192,Usual,severe,1,0.01,Grok
193,Usual,severe,0,0.5,Grok
194,Usual,mild,1,0.5,Grok
195,Usual,mild,0,0.5,Grok
196,Very Likely,severe,1,0.8,Grok
197,Very Likely,severe,0,0.8,Grok
198,Very Likely,mild,1,0.85,Grok
199,Very Likely,mild,0,0.85,Grok
200,Rare,severe,1,0.01,Grok
201,Rare,severe,0,0.01,Grok
202,Rare,mild,1,0.01,Grok
203,Rare,mild,0,0.01,Grok
204,Uncommon,severe,1,0.05,Grok
205,Uncommon,severe,0,0.05,Grok
206,Uncommon,mild,1,0.05,Grok
207,Uncommon,mild,0,0.1,Grok
208,Unlikely,severe,1,0.1,Grok
209,Unlikely,severe,0,0.1,Grok
210,Unlikely,mild,1,0.1,Grok
211,Unlikely,mild,0,0.2,Grok
212,Possible,severe,1,0.05,Grok
213,Possible,severe,0,0.1,Grok
214,Possible,mild,1,0.1,Grok
215,Possible,mild,0,0.1,Grok
216,Common,severe,1,0.1,Grok
217,Common,severe,0,0.1,Grok
218,Common,mild,1,0.1,Grok
219,Common,mild,0,0.3,Grok
220,Very Common,severe,1,0.25,Grok
221,Very Common,severe,0,0.25,Grok
222,Very Common,mild,1,0.5,Grok
223,Very Common,mild,0,0.8,Grok
224,Probable,severe,1,0.6,Grok
225,Probable,severe,0,0.6,Grok
226,Probable,mild,1,0.6,Grok
227,Probable,mild,0,0.6,Grok
228,Likely,severe,1,0.75,Grok
229,Likely,severe,0,0.6,Grok
230,Likely,mild,1,0.75,Grok
231,Likely,mild,0,0.6,Grok
232,Usual,severe,1,0.01,Grok
233,Usual,severe,0,0.5,Grok
234,Usual,mild,1,0.5,Grok
235,Usual,mild,0,0.5,Grok
236,Very Likely,severe,1,0.8,Grok
237,Very Likely,severe,0,0.8,Grok
238,Very Likely,mild,1,0.85,Grok
239,Very Likely,mild,0,0.85,Grok
240,Rare,severe,1,0.01,Grok
241,Rare,severe,0,0.01,Grok
242,Rare,mild,1,0.01,Grok
243,Rare,mild,0,0.01,Grok
244,Uncommon,severe,1,0.01,Grok
245,Uncommon,severe,0,0.05,Grok
246,Uncommon,mild,1,0.1,Grok
247,Uncommon,mild,0,0.1,Grok
248,Unlikely,severe,1,0.1,Grok
249,Unlikely,severe,0,0.1,Grok
250,Unlikely,mild,1,0.2,Grok
251,Unlikely,mild,0,0.2,Grok
252,Possible,severe,1,0.1,Grok
253,Possible,severe,0,0.1,Grok
254,Possible,mild,1,0.1,Grok
255,Possible,mild,0,0.2,Grok
256,Common,severe,1,0.25,Grok
257,Common,severe,0,0.2,Grok
258,Common,mild,1,0.1,Grok
259,Common,mild,0,0.3,Grok
260,Very Common,severe,1,0.25,Grok
261,Very Common,severe,0,0.2,Grok
262,Very Common,mild,1,0.8,Grok
263,Very Common,mild,0,0.8,Grok
264,Probable,severe,1,0.6,Grok
265,Probable,severe,0,0.75,Grok
266,Probable,mild,1,0.6,Grok
267,Probable,mild,0,0.6,Grok
268,Likely,severe,1,0.7,Grok
269,Likely,severe,0,0.6,Grok
270,Likely,mild,1,0.75,Grok
271,Likely,mild,0,0.6,Grok
272,Usual,severe,1,0.5,Grok
273,Usual,severe,0,0.1,Grok
274,Usual,mild,1,0.5,Grok
275,Usual,mild,0,0.6,Grok
276,Very Likely,severe,1,0.8,Grok
277,Very Likely,severe,0,0.8,Grok
278,Very Likely,mild,1,0.85,Grok
279,Very Likely,mild,0,0.8,Grok
280,Rare,severe,1,0.001,Grok
281,Rare,severe,0,0.01,Grok
282,Rare,mild,1,0.01,Grok
283,Rare,mild,0,0.05,Grok
284,Uncommon,severe,1,0.05,Grok
285,Uncommon,severe,0,0.05,Grok
286,Uncommon,mild,1,0.05,Grok
287,Uncommon,mild,0,0.1,Grok
288,Unlikely,severe,1,0.1,Grok
289,Unlikely,severe,0,0.1,Grok
290,Unlikely,mild,1,0.1,Grok
291,Unlikely,mild,0,0.1,Grok
292,Possible,severe,1,0.05,Grok
293,Possible,severe,0,0.1,Grok
294,Possible,mild,1,0.1,Grok
295,Possible,mild,0,0.1,Grok
296,Common,severe,1,0.25,Grok
297,Common,severe,0,0.1,Grok
298,Common,mild,1,0.1,Grok
299,Common,mild,0,0.2,Grok
300,Very Common,severe,1,0.25,Grok
301,Very Common,severe,0,0.25,Grok
302,Very Common,mild,1,0.8,Grok
303,Very Common,mild,0,0.8,Grok
304,Probable,severe,1,0.6,Grok
305,Probable,severe,0,0.6,Grok
306,Probable,mild,1,0.6,Grok
307,Probable,mild,0,0.6,Grok
308,Likely,severe,1,0.75,Grok
309,Likely,severe,0,0.6,Grok
310,Likely,mild,1,0.75,Grok
311,Likely,mild,0,0.75,Grok
312,Usual,severe,1,0.5,Grok
313,Usual,severe,0,0.5,Grok
314,Usual,mild,1,0.5,Grok
315,Usual,mild,0,0.5,Grok
316,Very Likely,severe,1,0.8,Grok
317,Very Likely,severe,0,0.8,Grok
318,Very Likely,mild,1,0.8,Grok
319,Very Likely,mild,0,0.85,Grok
320,Rare,severe,1,0.01,Grok
321,Rare,severe,0,0.01,Grok
322,Rare,mild,1,0.01,Grok
323,Rare,mild,0,0.01,Grok
324,Uncommon,severe,1,0.05,Grok
325,Uncommon,severe,0,0.1,Grok
326,Uncommon,mild,1,0.1,Grok
327,Uncommon,mild,0,0.1,Grok
328,Unlikely,severe,1,0.1,Grok
329,Unlikely,severe,0,0.1,Grok
330,Unlikely,mild,1,0.1,Grok
331,Unlikely,mild,0,0.2,Grok
332,Possible,severe,1,0.1,Grok
333,Possible,severe,0,0.05,Grok
334,Possible,mild,1,0.1,Grok
335,Possible,mild,0,0.1,Grok
336,Common,severe,1,0.05,Grok
337,Common,severe,0,0.1,Grok
338,Common,mild,1,0.2,Grok
339,Common,mild,0,0.2,Grok
340,Very Common,severe,1,0.25,Grok
341,Very Common,severe,0,0.25,Grok
342,Very Common,mild,1,0.8,Grok
343,Very Common,mild,0,0.8,Grok
344,Probable,severe,1,0.6,Grok
345,Probable,severe,0,0.75,Grok
346,Probable,mild,1,0.6,Grok
347,Probable,mild,0,0.6,Grok
348,Likely,severe,1,0.75,Grok
349,Likely,severe,0,0.75,Grok
350,Likely,mild,1,0.75,Grok
351,Likely,mild,0,0.6,Grok
352,Usual,severe,1,0.5,Grok
353,Usual,severe,0,0.5,Grok
354,Usual,mild,1,0.5,Grok
355,Usual,mild,0,0.5,Grok
356,Very Likely,severe,1,0.8,Grok
357,Very Likely,severe,0,0.85,Grok
358,Very Likely,mild,1,0.85,Grok
359,Very Likely,mild,0,0.8,Grok
360,Rare,severe,1,0.01,Grok
361,Rare,severe,0,0.01,Grok
362,Rare,mild,1,0.01,Grok
363,Rare,mild,0,0.01,Grok
364,Uncommon,severe,1,0.05,Grok
365,Uncommon,severe,0,0.05,Grok
366,Uncommon,mild,1,0.1,Grok
367,Uncommon,mild,0,0.1,Grok
368,Unlikely,severe,1,0.1,Grok
369,Unlikely,severe,0,0.1,Grok
370,Unlikely,mild,1,0.1,Grok
371,Unlikely,mild,0,0.2,Grok
372,Possible,severe,1,0.1,Grok
373,Possible,severe,0,0.1,Grok
374,Possible,mild,1,0.1,Grok
375,Possible,mild,0,0.1,Grok
376,Common,severe,1,0.15,Grok
377,Common,severe,0,0.1,Grok
378,Common,mild,1,0.2,Grok
379,Common,mild,0,0.2,Grok
380,Very Common,severe,1,0.25,Grok
381,Very Common,severe,0,0.25,Grok
382,Very Common,mild,1,0.5,Grok
383,Very Common,mild,0,0.8,Grok
384,Probable,severe,1,0.6,Grok
385,Probable,severe,0,0.75,Grok
386,Probable,mild,1,0.6,Grok
387,Probable,mild,0,0.6,Grok
388,Likely,severe,1,0.75,Grok
389,Likely,severe,0,0.6,Grok
390,Likely,mild,1,0.6,Grok
391,Likely,mild,0,0.6,Grok
392,Usual,severe,1,0.5,Grok
393,Usual,severe,0,0.5,Grok
394,Usual,mild,1,0.5,Grok
395,Usual,mild,0,0.6,Grok
396,Very Likely,severe,1,0.8,Grok
397,Very Likely,severe,0,0.8,Grok
398,Very Likely,mild,1,0.85,Grok
399,Very Likely,mild,0,0.8,Grok
400,Rare,severe,1,0.01,Grok
401,Rare,severe,0,0.01,Grok
402,Rare,mild,1,0.01,Grok
403,Rare,mild,0,0.01,Grok
404,Uncommon,severe,1,0.05,Grok
405,Uncommon,severe,0,0.1,Grok
406,Uncommon,mild,1,0.1,Grok
407,Uncommon,mild,0,0.1,Grok
408,Unlikely,severe,1,0.1,Grok
409,Unlikely,severe,0,0.1,Grok
410,Unlikely,mild,1,0.1,Grok
411,Unlikely,mild,0,0.2,Grok
412,Possible,severe,1,0.05,Grok
413,Possible,severe,0,0.1,Grok
414,Possible,mild,1,0.1,Grok
